target,target_week,location,type,quantile,value
1 wk ahead,35,HH,point,NA,451
1 wk ahead,35,HH,quantile,0.025,369
1 wk ahead,35,HH,quantile,0.25,420
1 wk ahead,35,HH,quantile,0.5,451
1 wk ahead,35,HH,quantile,0.75,489
1 wk ahead,35,HH,quantile,0.975,550
2 wk ahead,36,HH,point,NA,459
2 wk ahead,36,HH,quantile,0.025,341
2 wk ahead,36,HH,quantile,0.25,409
2 wk ahead,36,HH,quantile,0.5,459
2 wk ahead,36,HH,quantile,0.75,511
2 wk ahead,36,HH,quantile,0.975,645

1 wk ahead,35,HE,point,NA,265
1 wk ahead,35,HE,quantile,0.025,122
1 wk ahead,35,HE,quantile,0.25,184
1 wk ahead,35,HE,quantile,0.5,265
1 wk ahead,35,HE,quantile,0.75,346
1 wk ahead,35,HE,quantile,0.975,433
2 wk ahead,36,HE,point,NA,386
2 wk ahead,36,HE,quantile,0.025,191
2 wk ahead,36,HE,quantile,0.25,315
2 wk ahead,36,HE,quantile,0.5,386
2 wk ahead,36,HE,quantile,0.75,477
2 wk ahead,36,HE,quantile,0.975,743

1 wk ahead,35,MV,point,NA,85
1 wk ahead,35,MV,quantile,0.025,42
1 wk ahead,35,MV,quantile,0.25,70
1 wk ahead,35,MV,quantile,0.5,85
1 wk ahead,35,MV,quantile,0.75,99
1 wk ahead,35,MV,quantile,0.975,126
2 wk ahead,36,MV,point,NA,88
2 wk ahead,36,MV,quantile,0.025,28
2 wk ahead,36,MV,quantile,0.25,47
2 wk ahead,36,MV,quantile,0.5,88
2 wk ahead,36,MV,quantile,0.75,138
2 wk ahead,36,MV,quantile,0.975,174

1 wk ahead,35,NI,point,NA,-
1 wk ahead,35,NI,quantile,0.025,-
1 wk ahead,35,NI,quantile,0.25,-
1 wk ahead,35,NI,quantile,0.5,-
1 wk ahead,35,NI,quantile,0.75,-
1 wk ahead,35,NI,quantile,0.975,-
2 wk ahead,36,NI,point,NA,312
2 wk ahead,36,NI,quantile,0.025,19
2 wk ahead,36,NI,quantile,0.25,207
2 wk ahead,36,NI,quantile,0.5,312
2 wk ahead,36,NI,quantile,0.75,446
2 wk ahead,36,NI,quantile,0.975,689

1 wk ahead,35,NW,point,NA,8296
1 wk ahead,35,NW,quantile,0.025,8158
1 wk ahead,35,NW,quantile,0.25,8255
1 wk ahead,35,NW,quantile,0.5,8296
1 wk ahead,35,NW,quantile,0.75,8379
1 wk ahead,35,NW,quantile,0.975,8568
2 wk ahead,36,NW,point,NA,12250
2 wk ahead,36,NW,quantile,0.025,11933
2 wk ahead,36,NW,quantile,0.25,12151
2 wk ahead,36,NW,quantile,0.5,12250
2 wk ahead,36,NW,quantile,0.75,12377
2 wk ahead,36,NW,quantile,0.975,12644

1 wk ahead,35,RP,point,NA,460
1 wk ahead,35,RP,quantile,0.025,276
1 wk ahead,35,RP,quantile,0.25,402
1 wk ahead,35,RP,quantile,0.5,460
1 wk ahead,35,RP,quantile,0.75,525
1 wk ahead,35,RP,quantile,0.975,706
2 wk ahead,36,RP,point,NA,1091
2 wk ahead,36,RP,quantile,0.025,922
2 wk ahead,36,RP,quantile,0.25,1000
2 wk ahead,36,RP,quantile,0.5,1091
2 wk ahead,36,RP,quantile,0.75,1212
2 wk ahead,36,RP,quantile,0.975,1437

1 wk ahead,35,SL,point,NA,136
1 wk ahead,35,SL,quantile,0.025,45
1 wk ahead,35,SL,quantile,0.25,84
1 wk ahead,35,SL,quantile,0.5,136
1 wk ahead,35,SL,quantile,0.75,194
1 wk ahead,35,SL,quantile,0.975,234
2 wk ahead,36,SL,point,NA,202
2 wk ahead,36,SL,quantile,0.025,73
2 wk ahead,36,SL,quantile,0.25,134
2 wk ahead,36,SL,quantile,0.5,202
2 wk ahead,36,SL,quantile,0.75,277
2 wk ahead,36,SL,quantile,0.975,375

1 wk ahead,35,SN,point,NA,-
1 wk ahead,35,SN,quantile,0.025,-
1 wk ahead,35,SN,quantile,0.25,-
1 wk ahead,35,SN,quantile,0.5,-
1 wk ahead,35,SN,quantile,0.75,-
1 wk ahead,35,SN,quantile,0.975,-
2 wk ahead,36,SN,point,NA,160
2 wk ahead,36,SN,quantile,0.025,10
2 wk ahead,36,SN,quantile,0.25,58
2 wk ahead,36,SN,quantile,0.5,160
2 wk ahead,36,SN,quantile,0.75,286
2 wk ahead,36,SN,quantile,0.975,426

1 wk ahead,35,ST,point,NA,-
1 wk ahead,35,ST,quantile,0.025,-
1 wk ahead,35,ST,quantile,0.25,-
1 wk ahead,35,ST,quantile,0.5,-
1 wk ahead,35,ST,quantile,0.75,-
1 wk ahead,35,ST,quantile,0.975,-
2 wk ahead,36,ST,point,NA,51
2 wk ahead,36,ST,quantile,0.025,0
2 wk ahead,36,ST,quantile,0.25,26
2 wk ahead,36,ST,quantile,0.5,51
2 wk ahead,36,ST,quantile,0.75,135
2 wk ahead,36,ST,quantile,0.975,254

1 wk ahead,35,SH,point,NA,274
1 wk ahead,35,SH,quantile,0.025,182
1 wk ahead,35,SH,quantile,0.25,225
1 wk ahead,35,SH,quantile,0.5,274
1 wk ahead,35,SH,quantile,0.75,319
1 wk ahead,35,SH,quantile,0.975,370
2 wk ahead,36,SH,point,NA,269
2 wk ahead,36,SH,quantile,0.025,140
2 wk ahead,36,SH,quantile,0.25,195
2 wk ahead,36,SH,quantile,0.5,269
2 wk ahead,36,SH,quantile,0.75,343
2 wk ahead,36,SH,quantile,0.975,406

1 wk ahead,35,TH,point,NA,-
1 wk ahead,35,TH,quantile,0.025,-
1 wk ahead,35,TH,quantile,0.25,-
1 wk ahead,35,TH,quantile,0.5,-
1 wk ahead,35,TH,quantile,0.75,-
1 wk ahead,35,TH,quantile,0.975,-
2 wk ahead,36,TH,point,NA,93
2 wk ahead,36,TH,quantile,0.025,5
2 wk ahead,36,TH,quantile,0.25,41
2 wk ahead,36,TH,quantile,0.5,93
2 wk ahead,36,TH,quantile,0.75,151
2 wk ahead,36,TH,quantile,0.975,193
